"","Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"642","TES","GO:0051208","sequestering of calcium ion","80/8469","136/18986",0.588235294117647,1.31871948212512,3.34732451504173,0.000576314667354249,0.00574519294558753,0.00398667253905161,"3932/845/6375/356/5788/779/6262/27069/51196/219931/5031/1813/7070/84959/775/3709/80024/5027/3356/196541/84502/5587/9472/5663/801/6263/825/57214/6376/5336/1236/9001/3690/406922/79041/7040/808/6546/5581/805/3973/205251/2280/23236/5332/5335/57158/3708/2829/1234/2815/23007/3064/6373/5311/6622/287/817/2247/5144/2149/1729/309/1812/3710/25998/9474/5350/2852/387129/6717/2185/4067/55636/444/56704/25/1756/3358/1193",80
"643","TES","GO:0009743","response to carbohydrate","134/8469","243/18986",0.551440329218107,1.23623167912799,3.32580782918496,0.000577795767566584,0.00575099986380426,0.0039907020436497,"6518/83667/8891/5563/2730/3158/10628/387597/9462/5743/5208/100313769/150/57678/6934/55088/22841/9024/6833/5080/847/5024/4041/55107/1027/9971/100313896/1361/406948/8660/2621/1215/3091/677/8892/100507043/9990/7057/4088/3480/5579/5176/6416/6928/125111/252983/6198/1636/2081/5608/57521/81035/100302135/4087/4089/6597/7040/26291/7447/5581/3552/3553/130399/2641/4760/10203/8609/26154/1285/1293/23236/4821/3745/5105/7074/1292/6598/8398/5465/2876/406890/26137/846/111/51714/6514/5290/8893/6434/9370/6443/2044/4825/5530/5562/3673/91942/4131/8622/5122/1946/2890/6659/2822/3123/5603/2030/2729/4199/2309/6648/2852/2645/6717/1080/3952/5799/285/4023/2185/2137/4986/4067/1581/1392/55638/169026/114/389692/10497/80010/2203/407006/100302169",134
"644","TES","GO:0050817","coagulation","133/8469","241/18986",0.551867219917012,1.23718869256635,3.3253335213055,0.000579303859766357,0.00575705699146691,0.00399490517220376,"63036/2048/5051/3932/8761/2152/10451/6814/3570/50848/2153/5588/5592/221037/5328/7414/9060/953/150/10077/11234/79056/966/5795/84959/6484/7450/196527/7103/160851/1361/3356/2621/22821/1511/81542/5663/3705/5265/7057/7301/2923/5873/302/79001/170692/5336/239/3690/10672/350/5578/84034/10627/1311/634/388931/5341/151/10461/5624/2191/80856/4780/7035/1281/5270/8527/10398/6714/2778/81027/89781/4627/5155/2192/5627/2815/5291/5359/64805/5028/5912/5290/1608/7006/5156/5196/10855/23173/308/23657/2244/2160/3673/3572/2151/2149/2150/8546/2162/84830/1906/84062/3710/1432/222537/5340/2768/3569/5478/3315/948/7980/5054/5294/857/9162/6469/285/5327/4067/8323/284/50808/3717/2776/7099/5638/29071/2158/2157/65991",133
"645","TES","GO:0060759","regulation of response to cytokine stimulus","112/8469","199/18986",0.562814070351759,1.2617295949579,3.33062765516671,0.000581706891217097,0.00577197535471228,0.00400525724038341,"11240/51441/7805/2672/1435/103/5788/9261/117854/54765/8772/4317/4321/837/834/114769/406911/29110/9971/4938/2621/3091/23405/84888/5607/1540/5048/117584/6352/406991/8877/5771/171392/26065/7376/7837/6868/7444/7850/3554/7852/10010/64135/100302142/841/9470/26058/8904/5770/81030/29761/406885/11274/91445/3656/5468/28512/406929/10293/7474/6091/83666/54625/9370/152138/133060/9353/3093/54502/7294/26228/54726/7097/90268/3572/100130733/4671/2150/85480/353376/340061/972/345611/6586/8737/1906/8970/100133941/383/7128/5071/3569/27342/81844/401397/857/5516/3551/253943/3574/8767/284/2131/4982/23586/9314/22954/7099/389856/286430/331/3654",112
"646","TES","GO:0055001","muscle cell development","115/8469","205/18986",0.560975609756098,1.25760809149005,3.32776388751541,0.000585449958783674,0.00580012343067417,0.00402478959769973,"2475/81569/127294/10269/5999/5997/779/25802/5629/3192/64754/10529/3688/5592/983/84665/11155/657/27063/8048/144165/3856/4666/1466/4604/3479/488/4633/6926/113622/5587/9472/1073/652/6495/51804/87/51676/70/825/29767/29766/7168/26263/57538/11214/4205/4629/91807/6416/3880/124857/5573/8736/10939/80206/4089/115701/596/1311/81/4606/6382/6546/4211/27302/2274/785/10324/8837/92737/10398/4773/1525/1827/84700/9215/5465/859/2876/9254/56203/27086/6474/3280/9948/7345/6443/5156/10611/5530/287/51778/1909/8470/79810/9456/4015/84466/5159/6444/1482/9794/1906/221476/11149/9474/9734/858/137814/7373/5339/7111/1756/7504",115
"647","TES","GO:0032409","regulation of transporter activity","125/8469","225/18986",0.555555555555556,1.24545728867372,3.32364499863487,0.000587397354882448,0.00581042205756981,0.00403193596396169,"11315/407040/2048/6548/10768/55917/845/5174/1520/9722/481/149111/1131/3688/288/10105/150/3784/6786/79026/5031/10008/7225/6588/1813/84766/693198/3458/283518/54602/2259/84502/9472/3306/801/11261/10681/4734/146395/11060/7531/6347/9001/1394/81671/27091/27092/406922/23327/596/81/808/50944/30845/805/785/27347/7341/23704/51719/2280/57158/3460/9992/3753/7533/10369/859/6769/9943/729230/776/7871/10063/483/100507537/7881/22871/54800/9370/2257/3064/57620/5311/6622/287/817/1909/134145/1393/9456/80762/406895/8737/1906/5292/57120/5350/9465/6446/7402/4988/2631/6717/10142/2056/857/1080/406917/9747/444/1392/56704/2669/100126316/1612/65268/5774/7114/59272/1756/65267/2273/2258/1193",125
"648","TES","GO:0055017","cardiac muscle tissue growth","57/8469","92/18986",0.619565217391304,1.3889556284557,3.35588792742074,0.0005913157570224,0.00584015562491259,0.0040525685166951,"7049/1901/5999/5997/3776/7042/5592/983/657/2263/26011/10413/196528/3479/2254/407975/9472/60485/65009/2303/6416/9241/5573/2627/4211/27302/2066/861/5465/859/9686/27086/57493/205428/3516/10611/2247/4086/8470/4208/1482/2296/1906/3720/1432/221476/5292/10370/693175/3084/2260/23414/7373/100126316/406987/25/407007",57
"649","TES","GO:0046823","negative regulation of nucleocytoplasmic transport","19/8469","24/18986",0.791666666666667,1.77477663636006,3.40812484988113,0.000593199110453732,0.00584072970292905,0.00405296687773975,"11315/51569/11261/4763/7341/580/6672/55612/11142/5905/347/9972/51715/948/29969/5569/284/7295/8241",19
"650","TES","GO:0090280","positive regulation of calcium ion import","19/8469","24/18986",0.791666666666667,1.77477663636006,3.40812484988113,0.000593199110453732,0.00584072970292905,0.00405296687773975,"6387/931/3958/9495/9914/162514/51393/6347/5534/2641/5155/846/5530/5159/2916/5533/6781/1392/8573",19
"651","TES","GO:0032388","positive regulation of intracellular transport","82/8469","140/18986",0.585714285714286,1.31306782720173,3.33632456977527,0.000596628350212529,0.00586547072405559,0.00407013503039318,"998/26119/10657/23557/89866/111240474/5743/8934/983/9531/79899/10938/8898/5962/6653/9638/118426/3458/4193/11052/23011/80184/64328/3843/2621/5587/9495/5663/55051/1778/3320/123745/51496/4734/302/4947/4088/999/7531/6794/7040/7260/3553/80055/4133/26154/128637/9777/5116/4771/2033/23209/25930/2932/7545/100507537/1894/53407/22902/23379/1601/5295/55781/8899/1432/55754/340146/7430/5071/2737/3952/6469/51201/5108/444/51366/3717/304/10541/4478/10178/4204",82
"652","TES","GO:0008643","carbohydrate transport","83/8469","142/18986",0.584507042253521,1.31036140090038,3.33120038578958,0.000606261852238099,0.00594192320723405,0.00412318651501981,"50651/6518/83667/84879/6513/6814/6272/148808/85414/23596/406901/338557/10580/5741/6506/282679/144195/6515/1389/9847/114882/3479/55198/32/8660/10776/4205/5579/115584/55625/286753/252983/6198/1636/7525/3643/376497/25999/26291/388931/23433/3099/3553/8647/4780/3667/55022/57761/9962/81031/8218/6523/28999/5584/6514/9370/344901/56606/6443/5458/1909/55314/51151/5295/100506658/406935/406895/1812/1906/5467/1432/23607/91749/5167/154091/358/2887/375611/3952/673/51422/2171/2719",83
"653","TES","GO:0035148","tube formation","83/8469","142/18986",0.584507042253521,1.31036140090038,3.33120038578958,0.000606261852238099,0.00594192320723405,0.00412318651501981,"57822/65979/5567/9653/8543/11146/5629/7042/10806/2625/4838/79812/2263/7189/7289/144165/80184/317/79600/10959/652/6495/51804/3091/4522/26585/56963/79191/6928/9241/54903/6662/57534/10653/7040/2909/9270/84913/54910/10913/10018/7849/4036/7052/6789/6385/57167/27443/9620/131405/1499/29072/55081/55764/4976/57545/1950/2247/79192/9421/653/10370/25902/7291/3198/5898/23242/5420/6469/10395/7976/6788/7534/79977/8323/115908/4781/23552/5727/153090/9355/25/1896",83
"654","TES","GO:0048562","embryonic organ morphogenesis","162/8469","300/18986",0.54,1.21058448459086,3.29916666485566,0.000619556924630292,0.00606294238170316,0.00420716347177724,"388591/1969/2048/57822/65979/1301/6913/4853/1942/5396/5629/3142/6262/2625/8516/6935/219736/4838/64072/2263/3784/9645/5080/60529/26005/4647/10413/57453/7007/7289/8076/1280/3221/121227/10818/80184/50515/6926/10959/2254/51761/83852/10253/84189/652/6495/51804/3091/4522/5663/7043/51676/145258/161497/2200/4088/55897/65009/123872/2303/9423/6928/3211/3213/9241/6662/57534/125488/4087/10194/170961/3249/6664/10736/2202/51057/525/7849/51141/90/129880/140469/6670/4760/2487/23314/7855/8195/9935/5594/613/11078/5915/7048/1499/29072/7474/26018/200894/55081/2624/5357/7545/7401/6474/339829/3280/1739/133060/4487/579/645104/57728/55584/5156/5978/5311/1909/25836/4208/2201/4762/643226/5459/3340/6678/9421/2299/1482/63915/7020/1906/5754/860/4646/55084/2697/54806/10370/25902/7291/3198/3201/2737/1750/1749/51384/28996/6469/7976/2260/55636/2138/157506/4325/79977/8323/115908/2304/25861/286204/7547",162
"655","TES","GO:0055117","regulation of cardiac muscle contraction","50/8469","79/18986",0.632911392405063,1.41887539215994,3.34782317339673,0.000622454930489863,0.0060820023742521,0.00422038947647526,"388591/6548/5142/51086/845/2702/55811/481/5997/134/6262/29119/3784/775/5318/488/5025/801/3320/3759/406922/1829/4092/79041/808/30845/6546/805/27302/7341/859/1739/287/817/8654/5144/147/1482/1832/5350/6717/10142/5294/857/6781/444/59272/1756/2258/1193",50
"656","TES","GO:0006650","glycerophospholipid metabolic process","159/8469","294/18986",0.540816326530612,1.21241454428034,3.29386245029025,0.000632445259726011,0.0061575025054363,0.00427278011026904,"391013/3633/84879/8503/204962/126969/10390/51205/8394/5298/284486/93183/9926/10380/824/3707/8443/5305/1103/253430/5728/266971/51196/55361/57678/22876/27315/5286/117245/5920/54979/11145/1119/7405/23682/8898/472/337/5288/55500/114882/9971/56994/57605/949/160851/3356/63874/84962/145447/80821/22863/145567/54893/1133/123745/388121/9488/3990/54947/55697/5336/5048/246/83394/23533/9487/3613/5289/23556/376497/8605/7376/26751/129642/23175/22979/151056/253558/57217/5341/3631/80055/2181/3635/8527/8760/56261/54675/23236/5332/26090/5335/8867/51227/56894/5297/8897/23761/8398/5155/64419/114884/51099/22908/51447/9807/30849/5291/5359/23007/5337/5290/200879/1608/57110/5130/54872/55300/80157/132671/27163/84803/1040/8821/133121/54545/5295/256987/154141/2822/9896/8871/84947/56895/84668/5444/222236/5294/50640/9162/55326/137964/54928/2171/55529/9791/5168/23167/729330/23446/5277/660/9468/3358/4952/4534/8776/4204",159
"657","TES","GO:0007224","smoothened signaling pathway","86/8469","148/18986",0.581081081081081,1.30268100193711,3.31721831493304,0.00063306822634017,0.0061575025054363,0.00427278011026904,"3339/5567/23432/92344/5396/9283/55733/84976/9231/8945/403/2263/5080/26005/79659/50937/7289/7846/8445/5992/28981/79600/10959/2254/5925/9786/146057/6095/374654/64927/22856/1387/84662/730094/23322/27077/9241/54903/4294/200728/51057/2736/79809/27148/5270/80210/4821/7048/200845/200894/55081/55764/199221/7545/6474/3280/132884/2121/57545/57728/4825/27152/64399/64839/1495/3340/860/221322/5167/2737/79989/28996/6469/6422/137392/51366/2131/2619/23552/5727/5082/139411/4693/139741/2719/7547",86
"658","TES","GO:0046488","phosphatidylinositol metabolic process","86/8469","148/18986",0.581081081081081,1.30268100193711,3.31721831493304,0.00063306822634017,0.0061575025054363,0.00427278011026904,"3633/8503/8394/5298/93183/9926/10380/3707/5305/253430/5728/266971/51196/55361/22876/27315/5286/7405/8898/472/5288/57605/3356/80821/22863/145567/54893/1133/123745/388121/9488/55697/5336/83394/23533/9487/3613/5289/23556/376497/26751/22979/253558/57217/5341/3631/80055/3635/23236/5332/5335/8867/51227/5297/8897/5155/64419/22908/51447/9807/30849/5291/23007/5290/54872/55300/80157/1040/8821/54545/5295/2822/9896/8871/84668/5294/55326/54928/55529/23167/5277/660/3358/4952/4534/8776",86
"659","TES","GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","29/8469","41/18986",0.707317073170732,1.58567976753094,3.36883914813763,0.000639439162920058,0.00621003132426156,0.00430923061793742,"25778/2625/3688/143282/90993/387914/10253/7057/27020/9241/9378/2817/55959/1499/7474/9982/345193/2247/10252/64399/81848/860/64094/56975/23213/63978/8481/8862/10251",29
"660","TES","GO:0050714","positive regulation of protein secretion","87/8469","150/18986",0.58,1.30025740937537,3.31299249476909,0.000641309031484922,0.00621240907965036,0.00431088057681659,"23400/79971/55204/5208/7042/1131/55691/90550/2746/27063/6934/6833/55107/23086/51768/10059/9971/3479/5027/338442/8660/283/382/3091/10972/7043/100507043/5579/9501/4628/399687/5578/5573/8736/2767/7040/3783/7376/7447/5581/3552/2641/11069/23236/6616/9619/8398/3708/5468/25924/25930/846/27230/6514/952/4825/7097/2244/7424/64083/114899/2151/2150/5122/654/6659/2822/3123/23607/2852/2645/5478/1956/6717/43/1080/640/8754/1392/55638/169026/114/3717/10497/7099/56262/2182",87
"661","TES","GO:1903076","regulation of protein localization to plasma membrane","70/8469","117/18986",0.598290598290598,1.34126169549478,3.32262602938504,0.000641625375257638,0.00621240907965036,0.00431088057681659,"1969/2048/26119/9528/2633/5317/493/5525/163882/3799/3688/818/10580/22841/8048/6809/8500/8301/65125/3458/10959/382/3958/5583/9495/8650/5780/27183/55625/9482/1213/25999/7040/5581/23433/9378/6711/116372/7429/2181/55022/5621/598/6769/2042/27032/5357/5584/1173/131578/1739/817/1601/5295/378884/112609/8417/7957/7430/2852/10551/816/10268/1956/51201/10434/312/65267/367/10857",70
"662","TES","GO:0019229","regulation of vasoconstriction","44/8469","68/18986",0.647058823529412,1.45059143033763,3.34022101259171,0.000654250904836032,0.00632508427636043,0.00438906752663893,"1889/1907/2702/5743/183/3688/120/150/4544/143872/27345/490/3356/4313/406991/1636/6869/151/3676/659/8864/146/5021/3269/3680/846/185/10242/952/2244/3350/2149/147/1906/1956/9732/857/3952/6916/80005/340481/25/59272/554",44
"663","TES","GO:0033209","tumor necrosis factor-mediated signaling pathway","71/8469","119/18986",0.596638655462185,1.33755833186977,3.31471595118502,0.000657978413229339,0.00633057134659549,0.00439287508409315,"407040/7133/7805/9447/8995/9261/7188/355/7189/330/329/4317/837/834/114769/406911/3856/9971/55504/8600/2621/4792/23405/7187/84888/1540/117584/8877/79092/5771/8792/970/171392/81/6868/3987/10010/100302142/6772/841/149951/8904/28512/10293/9370/152138/3093/92610/90268/4671/2150/8737/8970/2309/10758/7128/5071/2185/5516/3551/9705/8439/2131/4982/3717/22954/7185/7114/286430/60401/331",71
"664","TES","GO:0021536","diencephalon development","51/8469","81/18986",0.62962962962963,1.41151826049689,3.33057110505182,0.000658775080755093,0.00633057134659549,0.00439287508409315,"4808/9095/8829/657/3746/5080/1813/3747/219409/7080/652/8854/27023/6299/999/7314/9001/9241/8648/6716/2736/22930/4929/8828/1385/1499/7474/5449/2624/3280/3516/5308/2247/6715/9037/5122/5307/5454/2692/4967/9723/26047/6469/137814/1392/8022/139411/170302/190/6658/4204",51
"665","TES","GO:0046928","regulation of neurotransmitter secretion","51/8469","81/18986",0.62962962962963,1.41151826049689,3.33057110505182,0.000658775080755093,0.00633057134659549,0.00439287508409315,"5906/127833/7779/8564/57512/6865/26509/90019/120892/54407/41/9498/5908/27345/6857/8499/488/1143/9899/55784/5579/4763/84961/6860/9581/8291/90342/22930/785/140730/5413/5868/5217/5028/22871/6622/22987/4208/79772/9627/134391/84062/22999/3351/134957/5071/2852/673/286097/9699/8573",51
"666","TES","GO:2000027","regulation of animal organ morphogenesis","51/8469","81/18986",0.62962962962963,1.41151826049689,3.33057110505182,0.000658775080755093,0.00633057134659549,0.00439287508409315,"55966/4070/1435/7482/947/183/2625/22943/219736/657/55366/7490/79864/10818/59277/5083/652/6495/51804/55727/26585/2252/55897/5579/80320/9241/6662/7040/10736/7849/859/1499/7474/6092/6091/4487/2247/10252/2246/1906/860/54806/10370/6469/2260/6591/23213/340419/4982/9500/186",51
"667","TES","GO:0097696","cell surface receptor signaling pathway via STAT","92/8469","160/18986",0.575,1.28904829377731,3.29478290885428,0.00067740585524863,0.00649984628724323,0.00451033741544065,"2048/1600/7398/3716/54741/149233/1647/388646/3570/8995/5788/50604/3601/2074/22876/9646/23529/3606/406911/3458/55801/8835/3479/2322/10464/801/8554/51701/51379/6347/6352/6777/6774/5771/9306/84444/7040/602/9655/10617/4249/9111/4760/6772/6775/2066/406885/3455/3588/3454/4771/2033/5468/729230/83666/54625/3592/3280/54940/132299/5311/1950/3558/59067/3600/5618/3575/2690/133396/3572/2149/2241/85480/1437/3565/3578/1436/3593/442908/5617/2534/3569/2056/857/3952/2185/3717/5789/3456/3440/64109/407006",92
"668","TES","GO:0010508","positive regulation of autophagy","95/8469","166/18986",0.572289156626506,1.28297106242896,3.28595559348977,0.000695103604189301,0.00665967524971785,0.00462124504581573,"11315/55187/23352/65018/83667/9528/5563/51100/51375/57535/22926/25782/10133/5305/51322/219771/9531/117854/53840/85363/5286/258010/55626/9776/7405/143686/120892/29110/3458/1634/53373/26353/3146/2308/10206/5587/3091/9517/8131/10241/6093/220441/6794/79156/3099/22930/285180/55054/23677/1457/9681/10043/3162/79443/29072/2932/5291/3064/3791/60592/5562/112574/10769/3565/7416/340061/9812/154/345611/23367/7942/6885/23376/2309/27244/340146/7957/5071/54543/10392/665/9821/8767/92140/64798/3456/203228/1612/10558/401548/22954/207063/10075/11043/7319",95
"669","TES","GO:0030856","regulation of epithelial cell differentiation","98/8469","172/18986",0.569767441860465,1.27731782396538,3.27851267915909,0.000709975485484575,0.00679199268625005,0.00471306203014621,"55966/54206/407040/126695/50848/406955/5317/50604/2625/6935/4838/7414/10527/5080/5920/595/10413/406911/55810/1027/81575/3845/7421/3458/694/6926/10253/652/5583/677/161742/55897/1003/247/10626/6777/2118/55273/7716/406991/6662/57521/6093/634/29841/9475/7498/10736/200734/84913/3552/3553/7849/5624/2487/6772/8609/26154/23236/182/4821/8202/7122/23764/1499/79413/25937/8626/3280/118/4487/8842/4825/1834/51176/84162/2247/10252/5618/10468/9555/2296/654/135228/100133941/54806/6424/5054/857/2146/2137/3551/54845/5991/340481/406987/1903/5727",98
"670","TES","GO:0006937","regulation of muscle contraction","99/8469","174/18986",0.568965517241379,1.27552005081413,3.27631597333157,0.000714328334329329,0.00681326578197869,0.00472782373917239,"388591/2023/6548/5724/1907/5142/51086/845/476/2702/55811/481/5743/5997/779/7135/4660/134/6262/1131/5592/29119/6865/150/3784/2017/143872/775/5318/490/59341/488/4633/5025/5587/801/3320/7168/1143/136/406991/786/3759/8877/406922/1829/4092/1613/1264/79041/808/30845/6546/805/27302/6869/151/7341/2280/85366/10398/859/5021/7134/100507537/2693/1739/10874/255743/287/817/8654/2982/3673/5144/2149/154/406935/406937/309/147/1482/1832/1906/5350/2852/6717/10142/5294/9732/857/6781/80005/444/340481/59272/1756/2258/1193",99
"671","TES","GO:0060041","retina development in camera-type eye","99/8469","174/18986",0.568965517241379,1.27552005081413,3.27631597333157,0.000714328334329329,0.00681326578197869,0.00472782373917239,"2782/261734/25932/84879/4774/6121/128338/23418/493/5629/7042/256297/8829/220202/7275/5080/24147/4041/65084/120114/7070/50937/56890/79738/246213/51761/1282/3091/57381/5663/2353/23093/123016/84465/10002/49855/23322/146167/5176/84440/6774/22901/6662/284217/5797/56853/6597/7040/4867/10461/4760/659/8864/22803/30813/1826/9215/491/7068/50939/25945/86/3280/8842/5156/658/256471/5458/2823/348980/4124/5145/5159/2916/7020/84062/5961/7021/639/7101/221322/54806/221935/43/28996/2055/6101/55636/793/22882/6505/4781/4915/23287/286204/9355/10319/6247/4693",99
"672","TES","GO:0061458","reproductive system development","168/8469","313/18986",0.536741214057508,1.20327886292311,3.25411407345212,0.000720855728977395,0.00686529265692757,0.00476392594071997,"54206/192670/1718/431707/4438/7482/7812/4808/11085/8751/55870/259266/56956/7042/51742/8644/2625/8031/84159/8879/5660/2674/2263/59338/55366/81930/7490/472/867/2/1027/54477/10818/4254/6926/2254/675/22862/283/7080/652/51804/8892/7337/7301/1588/49855/26471/6299/4313/9289/2175/5176/84690/247/7314/6928/6777/9241/83990/1636/6662/80000/2627/4089/596/6794/3643/6382/8648/6716/4436/3973/2492/10018/10461/3552/92/7130/4036/5270/51665/128637/8195/598/6714/7022/10388/6874/8204/9510/3753/1499/6599/7474/7110/6092/25976/5806/8743/8893/8626/1739/9353/57728/5156/3791/174/2069/658/3622/7098/132625/6715/10409/5618/25836/10468/22836/2241/3295/4762/1495/6586/2296/654/3400/23607/653/1081/2309/2697/10370/2099/4142/3624/7784/83943/3952/6469/64478/203102/2515/6422/5324/55636/9420/23213/157506/23414/23639/1761/63951/4882/152006/4920/5727/3293/3371/2516/10549/7543/9468/190/367/56159/546/10046",168
"673","TES","GO:0050931","pigment cell differentiation","26/8469","36/18986",0.722222222222222,1.61909447527584,3.33640683237066,0.000732179868333723,0.00695485407663458,0.00482607390613837,"54507/83938/23682/80070/4254/1910/4948/283652/5873/164/596/2767/8907/9839/55686/89781/56999/4286/8975/4208/63915/5167/10981/6648/2737/7306",26
"674","TES","GO:0048608","reproductive structure development","166/8469","309/18986",0.537216828478964,1.20434510632916,3.24986523578963,0.000732433069945579,0.00695485407663458,0.00482607390613837,"54206/192670/1718/431707/4438/7482/7812/4808/11085/8751/55870/259266/56956/7042/51742/8644/2625/8031/84159/8879/5660/2674/2263/59338/55366/81930/7490/472/867/2/1027/10818/4254/6926/2254/675/22862/283/7080/652/51804/8892/7337/7301/1588/49855/26471/6299/4313/9289/2175/5176/247/7314/6928/6777/9241/83990/1636/6662/80000/2627/4089/596/6794/3643/6382/8648/6716/4436/3973/2492/10018/10461/3552/92/7130/4036/5270/51665/128637/8195/598/6714/7022/10388/6874/8204/9510/3753/1499/6599/7474/7110/6092/25976/5806/8743/8893/8626/1739/9353/57728/5156/3791/174/2069/658/3622/7098/132625/6715/10409/5618/25836/10468/22836/2241/3295/4762/1495/6586/2296/654/3400/23607/653/1081/2309/2697/10370/2099/4142/3624/7784/83943/3952/6469/64478/203102/2515/6422/5324/55636/9420/23213/157506/23414/23639/1761/63951/4882/152006/4920/5727/3293/3371/2516/10549/7543/9468/190/367/56159/546/10046",166
"675","TES","GO:0007596","blood coagulation","129/8469","234/18986",0.551282051282051,1.23587684799162,3.25795347004187,0.000734268677217401,0.00696195486546869,0.00483100124628494,"63036/2048/5051/3932/8761/2152/10451/6814/3570/50848/2153/5588/5592/221037/5328/7414/9060/953/150/10077/11234/79056/966/5795/84959/6484/7450/196527/7103/160851/1361/3356/2621/22821/1511/81542/3705/5265/7057/7301/2923/5873/302/79001/170692/5336/239/3690/10672/350/5578/84034/10627/1311/634/388931/5341/151/10461/5624/2191/80856/4780/7035/1281/5270/8527/10398/6714/2778/81027/89781/4627/5155/2192/5627/2815/5291/5359/64805/5028/5912/5290/1608/7006/5156/5196/10855/23173/308/23657/2244/2160/3673/3572/2151/2149/2150/8546/2162/84830/1906/84062/3710/1432/5340/2768/3569/5478/3315/948/7980/5054/5294/857/9162/6469/5327/4067/8323/50808/3717/2776/7099/5638/29071/2158/2157/65991",129
"676","TES","GO:0030100","regulation of endocytosis","165/8469","307/18986",0.537459283387622,1.20488864734885,3.2477732629644,0.000738210211096276,0.0069749691008194,0.00484003201255872,"11315/998/26119/55182/9829/84251/2212/6401/8674/27/5788/406955/406988/55061/5867/3601/57118/22943/84896/6609/7275/29763/5795/9066/8301/8898/1813/116519/867/4908/636/120892/196527/3458/4193/23011/55198/88455/6311/949/3146/1948/2621/5587/382/3958/8650/85439/79890/26585/30844/5873/302/192683/6457/51760/29904/146395/55697/5336/1012/51479/246/9135/399687/6347/3690/8877/11031/6093/57534/6014/6860/23327/3643/25999/7040/7376/11037/5534/22848/8291/347730/10461/3685/6556/8527/3055/6714/7052/5770/351/613/11252/859/9779/7474/2042/868/961/4638/2624/7018/5291/5359/5806/22871/1173/197/9370/10188/9711/26228/55589/6622/5530/1950/3600/7097/100506013/1601/3673/2150/9765/79772/3565/1794/84062/3077/717/29993/114781/60682/9474/8724/54806/23345/51429/5071/5879/6424/5898/154664/27342/3092/9863/948/5054/857/8976/4289/5533/1191/3084/6386/55529/284/10584/304/25/4983/29934/695/8862/2719",165
"677","TES","GO:0048846","axon extension involved in axon guidance","17/8469","21/18986",0.80952380952381,1.81480919206743,3.35246748039113,0.000738910789118055,0.0069749691008194,0.00484003201255872,"8829/6387/6585/7473/659/8828/1826/6405/7474/214/6259/9353/9037/6586/10371/91584/10013",17
"678","TES","GO:1902284","neuron projection extension involved in neuron projection guidance","17/8469","21/18986",0.80952380952381,1.81480919206743,3.35246748039113,0.000738910789118055,0.0069749691008194,0.00484003201255872,"8829/6387/6585/7473/659/8828/1826/6405/7474/214/6259/9353/9037/6586/10371/91584/10013",17
"679","TES","GO:0051651","maintenance of location in cell","124/8469","224/18986",0.553571428571429,1.24100922692846,3.2560685778253,0.000742767263148487,0.00699868626989945,0.00485648969945819,"11315/55187/65018/3932/81573/845/6279/6375/356/259266/5788/779/6262/3192/83860/57584/288/5552/3098/27069/51196/219931/5031/7405/1813/7070/6653/84959/775/920/3709/5318/5756/80024/5027/10959/3356/196541/84502/5587/9472/5663/801/6263/825/81488/54832/57214/6376/5336/5048/1236/9001/3690/406922/6014/79041/7040/808/375189/6546/5581/805/3973/55704/3099/9168/205251/51141/580/6672/2280/23236/5332/5335/57158/23515/5905/3708/2829/1234/2815/23007/3064/6373/5311/6622/287/817/2247/64083/5144/3074/2149/1729/309/1812/3710/129685/25998/9474/5350/23345/2852/85477/387129/6717/10142/857/2185/4067/55636/444/56704/23230/7295/2934/2516/3309/25/7114/1756/3358/1193",124
"680","TES","GO:0046486","glycerolipid metabolic process","203/8469","385/18986",0.527272727272727,1.18205219034124,3.2384228640324,0.000745315978910226,0.00699868626989945,0.00485648969945819,"391013/3633/84879/8503/204962/126969/10390/51205/8394/5298/284486/93183/9926/10380/824/3707/8443/5305/1103/253430/5728/8513/3988/266971/51196/55361/159296/57678/22876/27315/5286/847/747/117245/5920/54979/11145/1119/1374/7405/23682/8898/472/116519/337/6653/5288/55500/114882/9971/56994/57605/949/1024/160851/3356/63874/84962/145447/81542/80821/22863/145567/145264/54893/1133/123745/388121/9488/3990/11057/255919/54947/55697/5336/5048/246/83394/23533/9487/2538/350/9663/3613/5289/9388/23556/376497/3991/8605/26291/7376/26751/129642/23175/22979/151056/253558/57217/5341/3631/51141/80055/1373/116255/2181/3635/8527/80025/8760/56261/54675/23236/5332/26090/5335/64900/5105/8867/51227/56894/5297/8897/23761/8398/5155/859/64419/114884/51099/22908/51447/2876/9807/11343/30849/5291/256356/5359/13/23007/5337/79718/5290/200879/1608/57110/5130/54872/55300/80157/132671/27163/2712/84803/1040/4547/8821/55294/133121/2180/54545/5295/256987/100302288/154141/2822/285848/9896/8871/84947/56895/221955/84668/5444/222236/5294/50640/857/9162/55750/55326/4023/137964/54928/2171/55529/9791/5168/23167/729330/23446/5277/660/9468/2710/158835/347516/3358/4952/4534/8776/4204",203
